Patch,Partial_report,Full_report
https://github.com/khaes-kth/drr-execdiff/commit/20e5b8c28c217749dbba407416cae169df3c3fd7,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/8b5b580751d1c08eb848e389ec3e7e235eea62d8,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/57704fc18b116ec47abe3fded34a5a16e3629adf,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Elixir-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Elixir-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/14839cc7ab61a76a4e0d43bcdb34f0c7a13d0b6a,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/4edecdd242e3878be88fcfc7ab35f624a7ab4c65,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Nopol2015-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-Nopol2015-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/405a303f7e468b8f5f8fa90438628d253c9dd600,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-jKali/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-jKali/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/649e9234549d2c74f1279499011da87638c2d718,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-jMutRepair/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-11-jMutRepair/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/75093e2c7b15373ef75dfeb8ab2e9ce16562fce5,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-14-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-14-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/6ac4672bf5c560e734e27a6ec9f363ace5961ee1,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-15-ACS/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-15-ACS/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/33524b4563a49a4061d2a400746694533ad83294,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-15-Arja/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-15-Arja/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/c24932ee3f562f66f282ad80d5d9d3a0504917c6,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-15-Elixir/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-15-Elixir/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/3b47797a8c8938f5aff44cc69409d88a068626e5,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-17-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-17-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/972945e85ef38802f44c17cae42a677896eef6e0,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-18-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-18-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/f2def9caae495f4193a57d42a6028c11163ddbfc,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-19-SOFix/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-19-SOFix/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/6e33c20315a5f8dc32dcdc9ab803862d539dd95e,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/e0b93edfcafcc0d2ee71ec29f54e8354d32c344d,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-Elixir/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-Elixir/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/ba2e8fa5208186103ad349bc65c88bb009d71163,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-JGenProg2015-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-JGenProg2015-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/f29d722a3e14151115dea2897b8de819247ada5e,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-4-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/67495fccbd85af0b89f2ab8de2c73fba46802f14,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-7-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-7-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/b94c887b9579ca7816a897d91dd68f6650383eae,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-7-SimFix/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-7-SimFix/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/30703bf61a3fba78886876571f92190d1eeff121,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-9-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch1-Time-9-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/093a24ac569ded77e098bb6e7672e85d02bf0599,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/1c04679173a46faa59e73f68def33f60843f8beb,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/396f09be09422635ef116c107da72f47bafdf2b1,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/6586c57ccfa53247d672e8235f6050a60e8b5134,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-jKali/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-jKali/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/6d1f1193014c19eb878ba794fb86686d92a5907e,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-jMutRepair/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-11-jMutRepair/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/6703ffcb27929203fe01bbac8b0c8193faa05184,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-17-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-17-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/edfc1fd057fdab1bfb06f04d51f57bb490630158,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-4-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-4-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/af4ed9d7f0764acab13e5c57e720e1f7e021e607,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-4-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-4-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/8f56bd1012fea3f2620fd8d0a437eaba0c309bfd,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-4-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch2-Time-4-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/a8ad6b9853609e86cbf9534fff05377dfdf7790a,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/5473154fd1e8a5cb5f41acf3be5a55f825dfead6,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/9f5072eb28f26898867cc85143b0e5a934c36b05,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/691d4c4e2bbd5885e749bd45a3badc22c18b6bc8,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-jKali/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-jKali/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/20b59472f13bd316c08d1438f7181b93f9f12069,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-jMutRepair/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-11-jMutRepair/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/f8431b4cbe4570108789c8ad6a23f02cab486b05,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-17-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-17-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/1b2970820cf010b10f019c40c71fe19b28da334b,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-4-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-4-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/333658f96f840f35f555c24c3afe11cd3aefdd4a,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-4-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch3-Time-4-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/bfc6f52f785b818dae86d3948df6022a4835620f,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/a1944bdd6d67df95c9b48eb7e0750082b2d83d75,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/ba95fea4158d2e913ba141c376c5a73ac23e3bba,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/56dd0ed3cd92d9eca3ebff2780d0b0f4b70bc954,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-jKali/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-jKali/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/ed7c36053f4264c76a794c0565ecd23a77faeefb,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-jMutRepair/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-11-jMutRepair/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/6fa845f549ce7445b490028128918b213124bdec,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-17-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-17-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/e6dc8cd382299e52fd3b5416dbf4b9344649184b,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-4-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-4-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/beeec19e276954811f068ba2446c0ac0f2c6998a,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-4-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-4-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/47f6be71f36df38501596348d6df5947cf1729d4,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-4-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch4-Time-4-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/dabc26435b66c915290d0fb3c7bdebd0aca30de7,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/18e95871b61ad610121d6b694a28f7d64ebf1c43,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/4513e8f2ce6436f8bf3c3fbf403b11b3deb4d157,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/0b2c52804393eb56080a86d04533b88ca8971077,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-jKali/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-jKali/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/c07f3eb72047e0cf9563c05422f34fd224b3515f,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-jMutRepair/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-11-jMutRepair/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/4f2108495ab5f966ca753c39bed399ad4576cf79,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-17-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-17-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/38b1c6e5763b55870959e6d75a6e5b46cacd382e,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-4-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-4-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/cbe88f725f5925bf82edf1cd665f6fa398da77ff,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-4-Cardumen/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-4-Cardumen/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/8cb7bce5e111d8ae82b9314b7a1fb53914357a56,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-4-JGenProg2017/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch5-Time-4-JGenProg2017/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/a170845d673c84864bb44019f6a1edc067a1612d,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch6-Time-11-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch6-Time-11-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/cd4f8cd50b18f96bdd3df0b6ee1756360257488e,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch6-Time-4-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch6-Time-4-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/55a8987e82dccbd2b73b3ceb55eae6cfc1d16b43,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch7-Time-11-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch7-Time-11-Arja-plausible/gh_full.html
https://github.com/khaes-kth/drr-execdiff/commit/3468d45d3cb38e988d5cb2a479da3b09916b8372,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch7-Time-4-Arja-plausible/gh.html,https://htmlpreview.github.io/?https://github.com/khaes-kth/drr-execdiff/blob/master/exec-diff-reports/patch7-Time-4-Arja-plausible/gh_full.html
